-3.141592653589793 -1.231863768982702e-13
-3.1353094682826135 -0.7460803509916833
-3.129026282975434 -0.7655651188870017
-3.122743097668254 -0.7721529757390766
-3.1164599123610746 -0.7754577691273701
-3.1101767270538954 -0.7774431263749239
-3.1038935417467157 -0.7787674644901279
-3.097610356439536 -0.7797136921925917
-3.0913271711323564 -0.7804234594870879
-3.085043985825177 -0.7809755262979186
-3.078760800517997 -0.781417174168443
-3.0724776152108175 -0.7817785025742511
-3.066194429903638 -0.7820795832119871
-3.0599112445964587 -0.7823343146414133
-3.053628059289279 -0.7825526259169362
-3.0473448739820994 -0.7827417992113372
-3.0410616886749198 -0.7829072966712932
-3.03477850336774 -0.7830532955522368
-3.0284953180605605 -0.7831830450343886
-3.022212132753381 -0.7832991103933441
-3.015928947446201 -0.7834035439387999
-3.009645762139022 -0.7834980071252161
-3.0033625768318424 -0.7835838593667379
-2.9970793915246627 -0.7836622236874806
-2.990796206217483 -0.7837340359621515
-2.9845130209103035 -0.7838000823408383
-2.978229835603124 -0.7838610280386331
-2.971946650295944 -0.7839174397284001
-2.9656634649887645 -0.7839698031356889
-2.959380279681585 -0.7840185369938399
-2.9530970943744057 -0.7840640042082733
-2.946813909067226 -0.784106520860231
-2.9405307237600464 -0.7841463635224434
-2.934247538452867 -0.784183775244834
-2.927964353145687 -0.7842189704839718
-2.9216811678385075 -0.7842521391875676
-2.915397982531328 -0.7842834501982549
-2.9091147972241482 -0.7843130541054751
-2.902831611916969 -0.784341085647035
-2.8965484266097894 -0.784367665741303
-2.8902652413026098 -0.7843929032145143
-2.88398205599543 -0.7844168962753555
-2.8776988706882505 -0.7844397337789003
-2.871415685381071 -0.784461496314179
-2.865132500073891 -0.7844822571434794
-2.8588493147667116 -0.7845020830163676
-2.8525661294595324 -0.7845210348775729
-2.8462829441523527 -0.7845391684845088
-2.839999758845173 -0.7845565349475692
-2.8337165735379934 -0.7845731812043243
-2.827433388230814 -0.7845891504367646
-2.821150202923634 -0.7846044824394874
-2.8148670176164545 -0.7846192139454035
-2.808583832309275 -0.7846333789145379
-2.8023006470020952 -0.7846470087907977
-2.796017461694916 -0.7846601327306808
-2.7897342763877364 -0.7846727778075043
-2.7834510910805568 -0.784684969194134
-2.777167905773377 -0.7846967303268124
-2.7708847204661975 -0.784708083052305
-2.764601535159018 -0.7847190477603665
-2.758318349851838 -0.7847296435031965
-2.752035164544659 -0.7847398881031907
-2.745751979237479 -0.7847497982506507
-2.7394687939302997 -0.7847593895921935
-2.73318560862312 -0.7847686768109716
-2.7269024233159405 -0.7847776736997655
-2.720619238008761 -0.7847863932273033
-2.714336052701581 -0.7847948475989467
-2.7080528673944015 -0.7848030483119444
-2.701769682087222 -0.784811006206036
-2.6954864967800427 -0.7848187315097115
-2.689203311472863 -0.784826233882726
-2.6829201261656834 -0.7848335224549654
-2.676636940858504 -0.7848406058623025
-2.670353755551324 -0.7848474922795057
-2.6640705702441445 -0.7848541894505684
-2.657787384936965 -0.7848607047166843
-2.6515041996297852 -0.7848670450420524
-2.6452210143226056 -0.7848732170377481
-2.6389378290154264 -0.7848792269837702
-2.6326546437082468 -0.7848850808495001
-2.626371458401067 -0.7848907843125966
-2.6200882730938875 -0.7848963427766071
-2.613805087786708 -0.7849017613872536
