#Thorlabs FTS
[SpectrumHeader]
#Date;20200313
#Time;14585904
#GMTTime;14585904
#XAxisUnit;nm_air
#YAxisUnit;intensity
#Average;1
#RollingAverage;0
#SpectrumSmooth;0
#SSmoothParam1;0
#SSmoothParam2;0
#SSmoothParam3;0
#SSmoothParam4;0
#IntegrationTime;700.000000
#TriggerMode;0
#InterferometerSerial;M00328120
#Source;
#AirMeasureOpt;0
#WnrMin;9848.892578
#WnrMax;51072.007813
#Length;3648
#Resolution;0.0000000000e+00
#ADC;0
#Instrument;0
#InstrModel;CCS200
#Type;emission
#AirTemp;0.00
#AirPressure;0.00
#AirRelHum;0.00
#Name;
#Comment;""
[Data]
1.958019714e+02;-1.174598234e-03
1.960041351e+02;-6.222699769e-03
1.962063141e+02;-2.288432093e-03
1.964085083e+02;-4.441887140e-03
1.966107178e+02;3.175903112e-04
1.968129425e+02;-1.754117548e-03
1.970151825e+02;7.174995262e-04
1.972174377e+02;8.905725554e-04
1.974197083e+02;7.397923619e-04
1.976219788e+02;-1.642197138e-03
1.978242798e+02;9.484123439e-05
1.980265961e+02;-1.723011956e-04
1.982289276e+02;-2.592285164e-04
1.984312592e+02;1.074432395e-03
1.986336212e+02;-1.491676085e-04
1.988359985e+02;7.393052801e-04
1.990383759e+02;-3.129309043e-03
1.992407837e+02;-3.177450970e-03
1.994431915e+02;-3.421651199e-03
1.996456299e+02;-2.706811763e-03
1.998480682e+02;-2.170782536e-04
2.000505219e+02;-3.530015470e-03
2.002530060e+02;-7.514517056e-04
2.004554901e+02;-1.129407901e-03
2.006579895e+02;-9.964490309e-04
2.008605194e+02;-1.455710270e-03
2.010630493e+02;-2.241057577e-03
2.012655945e+02;8.251700783e-04
2.014681549e+02;-1.577473944e-03
2.016707306e+02;-1.373003470e-03
2.018733215e+02;4.010791890e-04
2.020759277e+02;2.004996408e-03
2.022785492e+02;8.702423656e-04
2.024811859e+02;-8.013644256e-04
2.026838379e+02;-2.034432255e-03
2.028865051e+02;-2.467156854e-03
2.030891876e+02;-4.104045220e-03
2.032918854e+02;-1.687284093e-03
2.034945984e+02;-1.505711349e-03
2.036973114e+02;-2.176186768e-03
2.039000549e+02;-3.156427527e-03
2.041028137e+02;-2.619131934e-03
2.043055725e+02;-3.088118043e-03
2.045083618e+02;-3.486005589e-03
2.047111664e+02;-8.410944138e-04
2.049139709e+02;-1.151257777e-03
2.051168060e+02;3.624414094e-04
2.053196411e+02;1.807034016e-03
2.055224915e+02;-1.748099457e-04
2.057253723e+02;5.815746845e-04
2.059282532e+02;2.250510268e-03
2.061311493e+02;2.983466024e-03
2.063340759e+02;2.751010470e-04
2.065370026e+02;2.759462222e-05
2.067399445e+02;1.675329637e-03
2.069429016e+02;-7.754266844e-04
2.071458740e+02;-1.663441770e-03
2.073488617e+02;-3.656791523e-05
2.075518646e+02;-1.039647032e-03
2.077548828e+02;-2.621242311e-03
2.079579163e+02;-4.355727695e-03
2.081609650e+02;-1.867927145e-03
2.083640289e+02;-1.133126905e-03
2.085671082e+02;4.902496003e-04
2.087702026e+02;-7.555545308e-04
2.089732971e+02;-8.431542665e-04
2.091764221e+02;-1.173904631e-03
2.093795624e+02;-7.477179170e-04
2.095827026e+02;3.399564885e-04
2.097858734e+02;2.117359778e-03
2.099890442e+02;-1.705341041e-03
2.101922455e+02;7.402203046e-04
2.103954468e+02;5.809696158e-04
2.105986786e+02;4.526302218e-04
2.108019104e+02;1.158349216e-03
2.110051575e+02;-6.404903834e-04
2.112084351e+02;-2.397224074e-03
2.114117126e+02;-6.639193743e-04
2.116150055e+02;-4.864974879e-03
2.118183136e+02;1.206284505e-03
2.120216370e+02;-2.797841793e-03
2.122249908e+02;-2.505838871e-03
2.124283447e+02;-1.794836717e-03
2.126317139e+02;-8.418175858e-04
2.128350983e+02;-1.308752457e-03
2.130384827e+02;-7.297641132e-04
2.132418976e+02;2.252458362e-03
2.134453278e+02;7.395267021e-04
2.136487732e+02;2.563625108e-03
2.138522339e+02;2.493308857e-03
2.140556946e+02;1.006329898e-03
2.142591858e+02;-2.286026720e-03
2.144626923e+02;2.276524901e-04
2.146661987e+02;4.386878572e-06
2.148697357e+02;7.191966288e-04
2.150732727e+02;-7.509351708e-04
2.152768402e+02;-2.776036039e-03
2.154804077e+02;-2.061890205e-03
2.156839905e+02;-1.395900967e-03
2.158876038e+02;-6.859758287e-04
2.160912170e+02;-4.087183159e-03
2.162948456e+02;-5.942524876e-04
2.164984894e+02;-3.861320205e-03
2.167021484e+02;6.907801144e-04
2.169058228e+02;-1.373062609e-03
2.171095123e+02;-5.522349384e-04
2.173132172e+02;1.091737067e-03
2.175169373e+02;1.093670260e-03
2.177206726e+02;1.584225916e-03
2.179244232e+02;1.408379059e-03
2.181281891e+02;-9.515539277e-04
2.183319702e+02;-8.850746090e-04
2.185357513e+02;-4.053773591e-05
2.187395630e+02;9.190333076e-04
2.189433746e+02;-1.148837619e-03
2.191472168e+02;-3.216649406e-03
2.193510742e+02;-1.731161028e-03
2.195549316e+02;-1.969709061e-03
2.197588043e+02;-2.553788945e-03
2.199627075e+02;-2.262789290e-03
2.201666107e+02;-6.183306105e-04
2.203705292e+02;-2.618113765e-03
2.205744781e+02;2.685654908e-05
2.207784271e+02;2.566147596e-04
2.209823914e+02;-6.636831677e-04
2.211863708e+02;3.375365050e-04
2.213903656e+02;7.853959687e-04
2.215943756e+02;2.992376685e-04
2.217984009e+02;4.513016902e-04
2.220024414e+02;-2.113776281e-05
2.222064972e+02;2.768309787e-05
2.224105682e+02;-3.291759640e-04
2.226146393e+02;-1.866185921e-03
2.228187408e+02;-2.684504492e-03
2.230228577e+02;-1.863175188e-03
2.232269745e+02;-1.329392195e-03
2.234311218e+02;-3.311368870e-03
2.236352692e+02;-2.399393357e-03
2.238394470e+02;-2.307315823e-03
2.240436249e+02;-2.751869382e-03
2.242478180e+02;-2.576848958e-03
2.244520416e+02;-1.044959761e-03
2.246562653e+02;1.764957327e-03
2.248605042e+02;7.186951116e-04
2.250647583e+02;-1.639068592e-03
2.252690277e+02;5.167776253e-04
2.254733124e+02;-3.991825506e-04
2.256776123e+02;-1.332137152e-03
2.258819275e+02;1.206889516e-03
2.260862579e+02;2.968767658e-04
2.262906036e+02;-2.038239967e-03
2.264949646e+02;-3.821103368e-03
2.266993408e+02;-2.928277012e-03
2.269037170e+02;-3.729173215e-03
2.271081238e+02;-1.499719918e-03
2.273125458e+02;-2.173117129e-03
2.275169678e+02;-1.703216229e-03
2.277214203e+02;-2.978248987e-03
2.279258728e+02;-6.180502241e-04
2.281303406e+02;2.497205045e-03
2.283348389e+02;-3.732847981e-03
2.285393372e+02;1.915589673e-03
2.287438507e+02;1.008558087e-03
2.289483795e+02;3.162473440e-04
2.291529236e+02;1.138078398e-03
2.293574982e+02;1.495409524e-03
2.295620728e+02;-2.798432019e-03
2.297666473e+02;8.268081583e-04
2.299712524e+02;-6.362106651e-04
2.301758728e+02;-1.953791827e-03
2.303805084e+02;-1.773532713e-03
2.305851593e+02;2.905540168e-05
2.307898102e+02;4.991656169e-05
2.309944916e+02;-1.686546253e-03
2.311991882e+02;-1.060774084e-03
2.314038849e+02;-2.083061263e-03
2.316086121e+02;-2.730550710e-03
2.318133392e+02;-3.968211531e-04
2.320180817e+02;5.860021338e-04
2.322228546e+02;-8.408731082e-04
2.324276276e+02;7.608453743e-04
2.326324158e+02;1.382485498e-03
2.328372192e+02;2.070274204e-04
2.330420380e+02;-6.191717694e-04
2.332468719e+02;1.151416218e-04
2.334517212e+02;1.346596982e-04
2.336565857e+02;-2.952739131e-03
2.338614655e+02;-3.176196478e-03
2.340663605e+02;-3.067256883e-03
2.342712708e+02;-1.568988897e-03
2.344761810e+02;-1.728342380e-03
2.346811218e+02;-1.617100555e-03
2.348860626e+02;-1.929212129e-03
2.350910339e+02;-1.020128839e-03
2.352960052e+02;-6.845442113e-04
2.355010071e+02;1.247475389e-03
2.357060089e+02;-1.373815117e-03
2.359110260e+02;-8.167359047e-04
2.361160736e+02;5.854554474e-04
2.363211212e+02;2.074899385e-03
2.365261841e+02;-1.528077992e-03
2.367312622e+02;5.833751056e-04
2.369363556e+02;1.434115693e-04
2.371414642e+02;-9.085772908e-04
2.373465881e+02;-4.848700482e-04
2.375517273e+02;8.722050115e-04
2.377568665e+02;5.000038072e-04
2.379620361e+02;-4.110258073e-03
2.381672211e+02;-3.376431530e-03
2.383724060e+02;1.833476126e-04
2.385776215e+02;-3.643603530e-03
2.387828369e+02;1.024460886e-03
2.389880829e+02;4.981150851e-04
2.391933289e+02;1.575278584e-04
2.393985901e+02;1.314205816e-03
2.396038818e+02;1.342327800e-03
2.398091736e+02;-6.387932226e-04
2.400144806e+02;1.784859574e-03
2.402198029e+02;4.888628609e-06
2.404251404e+02;2.449314110e-03
2.406304932e+02;-1.260777935e-04
2.408358612e+02;-4.847962409e-04
2.410412292e+02;1.095421612e-05
2.412466278e+02;3.798785619e-04
2.414520416e+02;-2.154549584e-04
2.416574707e+02;-2.465120051e-03
2.418628998e+02;-3.251177259e-04
2.420683594e+02;5.006790161e-06
2.422738190e+02;-1.551801921e-03
2.424792938e+02;-1.462055836e-03
2.426847992e+02;5.599756842e-04
2.428903046e+02;8.280773181e-04
2.430958252e+02;-6.846328033e-04
2.433013611e+02;-8.861371316e-04
2.435069122e+02;-2.811816521e-04
2.437124786e+02;-1.774300006e-03
2.439180603e+02;-1.817675075e-03
2.441236572e+02;2.805552911e-03
2.443292694e+02;-9.495173581e-04
2.445348969e+02;7.136184722e-04
2.447405396e+02;-8.336687461e-05
2.449461823e+02;7.626458537e-04
2.451518555e+02;5.857804790e-04
2.453575287e+02;-2.642354229e-03
2.455632324e+02;-1.931543578e-03
2.457689362e+02;-2.378148492e-03
2.459746552e+02;-2.262715949e-03
2.461804047e+02;-2.171198837e-03
2.463861542e+02;-6.374944933e-04
2.465919189e+02;-1.242612256e-03
2.467976990e+02;-2.308688127e-03
2.470034943e+02;4.958575591e-04
2.472093048e+02;2.784042619e-03
2.474151306e+02;-4.135644995e-04
2.476209717e+02;-1.685616560e-03
2.478268127e+02;-7.759728469e-04
2.480326843e+02;-6.836147513e-04
2.482385712e+02;-5.241716281e-04
2.484444580e+02;-6.144330837e-05
2.486503754e+02;5.183862522e-04
2.488562927e+02;-2.223015064e-03
2.490622253e+02;-1.712764148e-03
2.492681885e+02;-7.532373420e-04
2.494741516e+02;-2.376082586e-03
2.496801300e+02;-3.952645697e-03
2.498861237e+02;-1.793596894e-03
2.500921326e+02;-9.504028130e-04
