1.958019714000000135e+02,3.333933641354996924e-01
1.960041351000000134e+02,1.077557480870915629e+00
1.962063140999999860e+02,1.003647075651103115e+01
1.964085082999999941e+02,-1.283017167008493153e+01
1.966107178000000033e+02,-6.445251142031188651e-01
1.968129424999999912e+02,9.246141760413816302e-01
1.970151825000000088e+02,3.381332680766325094e+00
1.972174377000000050e+02,6.363899516468981332e+00
1.974197082999999964e+02,1.641994026717720878e+00
1.976219787999999937e+02,-1.407516424329132043e+01
1.978242797999999993e+02,7.901545188049988733e-01
1.980265961000000061e+02,-7.330875911977307702e+00
1.982289275999999916e+02,8.685045664220372164e-01
1.984312591999999995e+02,-2.880894011083213191e-01
1.986336211999999932e+02,1.434406779391086684e-01
1.988359984999999881e+02,6.336799927497468454e-01
1.990383759000000055e+02,4.672584376336708645e-01
1.992407837000000086e+02,4.564956514504817098e-01
1.994431915000000117e+02,9.155556347081091895e-01
1.996456298999999888e+02,1.894310240982366000e+00
1.998480682000000002e+02,6.438637046920260509e+00
2.000505219000000068e+02,1.092806584586304197e+00
2.002530059999999992e+02,-2.334862535253534155e+00
2.004554900999999916e+02,-1.408686658993898444e+00
2.006579895000000135e+02,-4.205403431463604347e-02
2.008605193999999869e+02,1.698459853719599622e+00
2.010630492999999888e+02,1.784654384059864540e+00
2.012655944999999917e+02,9.718271304519788822e-01
2.014681549000000018e+02,4.332304038508450361e+00
2.016707306000000131e+02,2.408664333932994950e-01
2.018733215000000030e+02,1.866088278931524069e+00
2.020759276999999940e+02,1.049319981120853562e+00
2.022785491999999863e+02,-2.902957864427452850e-01
2.024811859000000140e+02,-1.263760621247053351e+00
2.026838378999999861e+02,-2.085692895365439670e-01
2.028865050999999937e+02,4.707870348379202818e-01
2.030891876000000025e+02,2.446856430561517026e+00
2.032918854000000124e+02,3.418531032628186472e-01
2.034945984000000010e+02,8.556280445738844165e-01
2.036973113999999896e+02,4.670150507504853277e-01
2.039000548999999864e+02,3.125410154630156256e+00
2.041028137000000129e+02,7.944974251480839911e+00
2.043055725000000109e+02,-7.802606108469780644e-01
2.045083617999999888e+02,4.916627637856078592e-01
2.047111663999999962e+02,8.139879952766287952e-01
2.049139709000000096e+02,2.017047513971456374e-01
2.051168059999999969e+02,-3.379231716125330909e+00
2.053196411000000126e+02,-8.896182765305716833e-01
2.055224915000000010e+02,-5.742191036045883656e+00
2.057253723000000036e+02,-8.943316068460843704e-01
2.059282532000000003e+02,-2.265106984031825021e+01
2.061311493000000041e+02,1.929465270399048471e+00
2.063340758999999878e+02,-1.378772898883219300e-01
2.065370025999999939e+02,-7.488654100525674595e-01
2.067399445000000071e+02,8.671104659629307321e-01
2.069429015999999990e+02,9.970557227973311232e-01
2.071458739999999921e+02,4.499792505703378298e-01
2.073488616999999863e+02,9.379509888677340923e-01
2.075518645999999876e+02,2.685145779913952757e-01
2.077548827999999901e+02,1.052561655939999730e+00
2.079579162999999937e+02,3.014616294907485061e-01
2.081609650000000045e+02,-7.283943714602338027e+00
2.083640288999999939e+02,-4.572134059969473974e+00
2.085671082000000069e+02,-3.126850339069983775e+00
2.087702026000000046e+02,3.170945885062866065e-02
2.089732970999999964e+02,-3.925087973057054036e+00
2.091764220999999964e+02,-8.639937826109458374e-01
2.093795623999999975e+02,9.217723339161398854e-01
2.095827026000000046e+02,1.102804486386881599e+01
2.097858734000000140e+02,-3.387020102906192154e+00
2.099890441999999950e+02,1.239035789130790199e+01
2.101922455000000127e+02,1.217830444425692216e+00
2.103954468000000020e+02,-2.426774884269440324e+00
2.105986785999999995e+02,1.755228150367791340e-01
2.108019103999999970e+02,-1.589387845537051813e+00
2.110051574999999957e+02,7.194535379660509100e-02
2.112084351000000026e+02,-1.928610526006310083e-02
2.114117125999999871e+02,1.545918859643859999e+00
2.116150054999999952e+02,1.997276849527778397e+00
2.118183136000000104e+02,-1.328811798278459078e+00
2.120216369999999984e+02,-6.064606883625667244e-02
2.122249908000000005e+02,9.349680738454719808e-01
2.124283446999999967e+02,1.161062801672905209e+00
2.126317138999999941e+02,7.028344070037804148e-01
2.128350982999999985e+02,2.191308902428292515e-01
2.130384827000000030e+02,-3.544723856966583431e-01
2.132418975999999873e+02,2.927401718332955038e+00
2.134453278000000012e+02,8.182441788659593485e-01
2.136487731999999937e+02,1.080318462630055487e+00
2.138522338999999874e+02,-1.505172577326907124e+00
2.140556946000000096e+02,-1.179172625657663037e-01
2.142591858000000116e+02,-6.269496053655201351e-01
2.144626922999999863e+02,1.553941446611481814e+00
2.146661986999999954e+02,1.847918165855406913e+00
2.148697357000000068e+02,2.051874188021274026e-01
2.150732726999999898e+02,-4.604630772631822938e-02
2.152768402000000094e+02,-1.627343177265404284e-01
2.154804077000000007e+02,4.687893452937872962e-01
2.156839904999999931e+02,5.606726262316455767e+00
2.158876037999999937e+02,-1.853608675683100504e+00
2.160912170000000003e+02,-1.855405552857166684e+00
2.162948456000000022e+02,2.618181710020427211e+00
2.164984894000000111e+02,-2.034995769134013255e+00
2.167021483999999987e+02,1.361824694168648442e+01
2.169058228000000099e+02,1.692705651896615748e+01
2.171095123000000058e+02,7.258326725275056068e-01
2.173132171999999969e+02,-6.912644925566497900e-01
2.175169372999999950e+02,1.032797484438880087e+00
2.177206726000000003e+02,-6.687885319856105015e-01
2.179244232000000068e+02,-2.008875435383779884e+00
2.181281890999999860e+02,6.871184568381059898e-02
2.183319702000000007e+02,5.842037869669810535e-01
